date,diario_existe,paginas,documentos
28/05/2017,nao,0,0
29/05/2017,nao,0,0
30/05/2017,sim,40,40
31/05/2017,sim,60,60
01/06/2017,sim,64,64
02/06/2017,sim,58,58
03/06/2017,sim,32,32
04/06/2017,nao,0,0
05/06/2017,nao,0,0
06/06/2017,sim,58,58
07/06/2017,sim,72,72
08/06/2017,sim,94,94
09/06/2017,sim,44,44
10/06/2017,sim,52,52
11/06/2017,nao,0,0
12/06/2017,nao,0,0
13/06/2017,sim,46,46
14/06/2017,sim,46,46
15/06/2017,sim,60,60
16/06/2017,nao,0,0
17/06/2017,nao,0,0
18/06/2017,nao,0,0
19/06/2017,nao,0,0
20/06/2017,sim,56,56
21/06/2017,sim,44,44
22/06/2017,sim,62,62
23/06/2017,sim,46,46
24/06/2017,sim,28,28
25/06/2017,nao,0,0
26/06/2017,nao,0,0
27/06/2017,sim,44,44
28/06/2017,sim,42,42
29/06/2017,sim,68,68
30/06/2017,sim,44,44
01/07/2017,sim,32,32
02/07/2017,nao,0,0
03/07/2017,nao,0,0
04/07/2017,sim,62,62
05/07/2017,sim,74,74
06/07/2017,sim,124,124
07/07/2017,sim,40,40
08/07/2017,sim,88,88
09/07/2017,nao,0,0
10/07/2017,nao,0,0
11/07/2017,sim,26,26
12/07/2017,sim,40,40
13/07/2017,sim,40,40
14/07/2017,nao,0,0
15/07/2017,sim,20,20
16/07/2017,nao,0,0
17/07/2017,nao,0,0
18/07/2017,sim,40,40
19/07/2017,sim,26,26
20/07/2017,sim,52,52
21/07/2017,sim,22,22
22/07/2017,sim,26,26
23/07/2017,nao,0,0
24/07/2017,nao,0,0
25/07/2017,sim,24,24
26/07/2017,sim,20,20
27/07/2017,sim,30,30
28/07/2017,sim,26,26
29/07/2017,sim,18,18
30/07/2017,nao,0,0
31/07/2017,nao,0,0
01/08/2017,sim,40,40
02/08/2017,sim,58,58
03/08/2017,sim,40,40
04/08/2017,sim,58,58
05/08/2017,sim,26,26
06/08/2017,nao,0,0
07/08/2017,nao,0,0
08/08/2017,sim,50,50
09/08/2017,sim,44,44
10/08/2017,sim,44,44
11/08/2017,sim,38,38
12/08/2017,sim,34,34
13/08/2017,nao,0,0
14/08/2017,nao,0,0
15/08/2017,sim,38,38
16/08/2017,sim,46,46
17/08/2017,sim,52,52
18/08/2017,sim,34,34
19/08/2017,sim,22,22
20/08/2017,nao,0,0
21/08/2017,nao,0,0
22/08/2017,sim,40,40
23/08/2017,sim,86,86
24/08/2017,sim,78,78
25/08/2017,sim,40,40
26/08/2017,sim,38,38
27/08/2017,nao,0,0
28/08/2017,nao,0,0
29/08/2017,sim,42,42
30/08/2017,sim,42,42
31/08/2017,sim,68,68
01/09/2017,sim,46,46
02/09/2017,sim,58,58
03/09/2017,nao,0,0
04/09/2017,nao,0,0
05/09/2017,sim,52,52
06/09/2017,sim,56,56
07/09/2017,sim,46,46
08/09/2017,nao,0,0
09/09/2017,nao,0,0
10/09/2017,nao,0,0
11/09/2017,nao,0,0
12/09/2017,sim,50,50
13/09/2017,sim,30,30
14/09/2017,sim,68,68
15/09/2017,sim,42,42
16/09/2017,sim,60,60
17/09/2017,nao,0,0
18/09/2017,nao,0,0
19/09/2017,sim,38,38
20/09/2017,sim,56,56
21/09/2017,sim,68,68
22/09/2017,sim,48,48
23/09/2017,sim,34,34
24/09/2017,nao,0,0
25/09/2017,nao,0,0
26/09/2017,sim,48,48
27/09/2017,sim,46,46
28/09/2017,sim,64,64
29/09/2017,sim,40,40
30/09/2017,sim,36,36
01/10/2017,nao,0,0
02/10/2017,nao,0,0
03/10/2017,sim,94,94
04/10/2017,sim,40,40
05/10/2017,sim,76,76
06/10/2017,sim,50,50
07/10/2017,sim,40,40
08/10/2017,nao,0,0
09/10/2017,nao,0,0
10/10/2017,sim,54,54
11/10/2017,sim,56,56
12/10/2017,sim,50,50
13/10/2017,nao,0,0
14/10/2017,nao,0,0
15/10/2017,nao,0,0
16/10/2017,nao,0,0
17/10/2017,sim,66,66
18/10/2017,sim,64,64
19/10/2017,sim,88,88
20/10/2017,sim,80,80
21/10/2017,sim,52,52
22/10/2017,nao,0,0
23/10/2017,nao,0,0
24/10/2017,sim,44,44
25/10/2017,sim,64,64
26/10/2017,sim,112,112
27/10/2017,sim,78,78
28/10/2017,sim,74,74
29/10/2017,nao,0,0
30/10/2017,nao,0,0
31/10/2017,sim,304,304
01/11/2017,sim,200,200
02/11/2017,sim,296,296
03/11/2017,nao,0,0
04/11/2017,nao,0,0
05/11/2017,nao,0,0
06/11/2017,nao,0,0
07/11/2017,sim,52,52
08/11/2017,sim,36,36
09/11/2017,sim,52,52
10/11/2017,sim,48,48
11/11/2017,sim,36,36
12/11/2017,nao,0,0
13/11/2017,nao,0,0
14/11/2017,sim,36,36
15/11/2017,sim,74,74
16/11/2017,nao,0,0
17/11/2017,sim,46,46
18/11/2017,sim,46,46
19/11/2017,nao,0,0
20/11/2017,nao,0,0
21/11/2017,nao,0,0
22/11/2017,sim,40,40
23/11/2017,sim,72,72
24/11/2017,sim,44,44
25/11/2017,sim,38,38
26/11/2017,nao,0,0
27/11/2017,nao,0,0
28/11/2017,sim,40,40
29/11/2017,sim,58,58
30/11/2017,sim,74,74
01/12/2017,sim,90,90
02/12/2017,sim,56,56
03/12/2017,nao,0,0
04/12/2017,nao,0,0
05/12/2017,sim,50,50
06/12/2017,sim,46,46
07/12/2017,sim,50,50
08/12/2017,sim,66,66
09/12/2017,sim,32,32
10/12/2017,nao,0,0
11/12/2017,nao,0,0
12/12/2017,sim,40,40
13/12/2017,sim,40,40
14/12/2017,sim,62,62
15/12/2017,sim,126,126
16/12/2017,sim,44,44
17/12/2017,nao,0,0
18/12/2017,nao,0,0
19/12/2017,sim,50,50
20/12/2017,sim,108,108
21/12/2017,sim,54,54
22/12/2017,sim,46,46
23/12/2017,sim,14,14
24/12/2017,nao,0,0
25/12/2017,nao,0,0
26/12/2017,nao,0,0
27/12/2017,sim,150,150
28/12/2017,sim,24,24
29/12/2017,sim,34,34
30/12/2017,sim,6,6
31/12/2017,nao,0,0
01/01/2018,nao,0,0
02/01/2018,nao,0,0
03/01/2018,nao,0,0
04/01/2018,nao,0,0
05/01/2018,nao,0,0
06/01/2018,nao,0,0
07/01/2018,nao,0,0
08/01/2018,nao,0,0
09/01/2018,sim,60,60
10/01/2018,sim,42,42
11/01/2018,sim,36,36
12/01/2018,sim,30,30
13/01/2018,sim,20,20
14/01/2018,nao,0,0
15/01/2018,nao,0,0
16/01/2018,sim,24,24
17/01/2018,sim,18,18
18/01/2018,sim,24,24
19/01/2018,sim,22,22
20/01/2018,sim,16,16
21/01/2018,nao,0,0
22/01/2018,nao,0,0
23/01/2018,sim,30,30
24/01/2018,sim,20,20
25/01/2018,sim,22,22
26/01/2018,nao,0,0
27/01/2018,nao,0,0
28/01/2018,nao,0,0
29/01/2018,nao,0,0
30/01/2018,sim,72,72
31/01/2018,sim,24,24
01/02/2018,sim,40,40
02/02/2018,sim,120,120
03/02/2018,sim,26,26
04/02/2018,nao,0,0
05/02/2018,nao,0,0
06/02/2018,sim,82,82
07/02/2018,sim,54,54
08/02/2018,nao,0,0
09/02/2018,sim,56,56
10/02/2018,sim,34,34
11/02/2018,nao,0,0
12/02/2018,nao,0,0
13/02/2018,nao,0,0
14/02/2018,nao,0,0
15/02/2018,sim,14,14
16/02/2018,sim,34,34
17/02/2018,sim,26,26
18/02/2018,sim,80,80
19/02/2018,nao,0,0
20/02/2018,sim,40,40
21/02/2018,sim,174,174
22/02/2018,sim,64,64
23/02/2018,sim,32,32
24/02/2018,sim,36,36
25/02/2018,nao,0,0
26/02/2018,nao,0,0
27/02/2018,sim,34,34
28/02/2018,sim,46,46
01/03/2018,sim,64,64
02/03/2018,sim,68,68
03/03/2018,sim,46,46
04/03/2018,nao,0,0
05/03/2018,nao,0,0
06/03/2018,sim,62,62
07/03/2018,sim,36,36
08/03/2018,sim,54,54
09/03/2018,sim,40,40
10/03/2018,sim,36,36
11/03/2018,nao,0,0
12/03/2018,nao,0,0
13/03/2018,sim,36,36
14/03/2018,sim,54,54
15/03/2018,sim,66,66
16/03/2018,sim,54,54
17/03/2018,sim,22,22
18/03/2018,nao,0,0
19/03/2018,nao,0,0
20/03/2018,sim,32,32
21/03/2018,sim,50,50
22/03/2018,sim,50,50
23/03/2018,sim,68,68
24/03/2018,sim,30,30
25/03/2018,nao,0,0
26/03/2018,nao,0,0
27/03/2018,sim,34,34
28/03/2018,sim,56,56
29/03/2018,sim,86,86
30/03/2018,nao,0,0
31/03/2018,nao,0,0
01/04/2018,nao,0,0
02/04/2018,nao,0,0
03/04/2018,sim,58,58
04/04/2018,sim,60,60
05/04/2018,sim,56,56
06/04/2018,sim,54,54
07/04/2018,sim,48,48
08/04/2018,nao,0,0
09/04/2018,nao,0,0
10/04/2018,sim,32,32
11/04/2018,sim,38,38
12/04/2018,sim,54,54
13/04/2018,sim,58,58
14/04/2018,sim,26,26
15/04/2018,nao,0,0
16/04/2018,nao,0,0
17/04/2018,sim,40,40
18/04/2018,sim,36,36
19/04/2018,sim,66,66
20/04/2018,sim,48,48
21/04/2018,sim,46,46
22/04/2018,nao,0,0
23/04/2018,nao,0,0
24/04/2018,sim,30,30
25/04/2018,sim,46,46
26/04/2018,sim,68,68
27/04/2018,sim,30,30
28/04/2018,sim,72,72
29/04/2018,nao,0,0
30/04/2018,nao,0,0
01/05/2018,nao,0,0
02/05/2018,nao,0,0
03/05/2018,sim,64,64
04/05/2018,sim,58,58
05/05/2018,sim,24,24
06/05/2018,nao,0,0
07/05/2018,nao,0,0
08/05/2018,sim,88,88
09/05/2018,sim,40,40
10/05/2018,sim,60,60
11/05/2018,sim,52,52
12/05/2018,sim,38,38
13/05/2018,nao,0,0
14/05/2018,nao,0,0
15/05/2018,sim,54,54
16/05/2018,sim,68,68
17/05/2018,sim,56,56
18/05/2018,sim,44,44
19/05/2018,sim,32,32
20/05/2018,nao,0,0
21/05/2018,nao,0,0
22/05/2018,sim,38,38
23/05/2018,sim,42,42
24/05/2018,sim,50,50
25/05/2018,sim,50,50
26/05/2018,sim,44,44
27/05/2018,nao,0,0
28/05/2018,nao,0,0
29/05/2018,sim,90,90
30/05/2018,sim,88,88
31/05/2018,sim,36,36
01/06/2018,nao,0,0
02/06/2018,nao,0,0
03/06/2018,nao,0,0
04/06/2018,nao,0,0
05/06/2018,sim,58,58
06/06/2018,sim,68,68
07/06/2018,sim,56,56
08/06/2018,sim,38,38
09/06/2018,sim,36,36
10/06/2018,nao,0,0
11/06/2018,nao,0,0
12/06/2018,sim,46,46
13/06/2018,sim,70,70
14/06/2018,sim,82,82
15/06/2018,sim,72,72
16/06/2018,sim,32,32
17/06/2018,nao,0,0
18/06/2018,nao,0,0
19/06/2018,sim,42,42
20/06/2018,sim,32,32
21/06/2018,sim,76,76
22/06/2018,sim,56,56
23/06/2018,sim,30,30
24/06/2018,nao,0,0
25/06/2018,nao,0,0
26/06/2018,sim,150,150
27/06/2018,sim,44,44
28/06/2018,sim,24,24
29/06/2018,sim,46,46
30/06/2018,sim,36,36
01/07/2018,nao,0,0
02/07/2018,nao,0,0
03/07/2018,sim,72,72
04/07/2018,sim,66,66
05/07/2018,sim,44,44
06/07/2018,sim,38,38
07/07/2018,sim,28,28
08/07/2018,nao,0,0
09/07/2018,nao,0,0
10/07/2018,nao,0,0
11/07/2018,sim,32,32
12/07/2018,sim,38,38
13/07/2018,sim,32,32
14/07/2018,sim,32,32
15/07/2018,nao,0,0
16/07/2018,nao,0,0
17/07/2018,sim,38,38
18/07/2018,sim,46,46
19/07/2018,sim,60,60
20/07/2018,sim,30,30
21/07/2018,sim,34,34
22/07/2018,nao,0,0
23/07/2018,nao,0,0
24/07/2018,sim,40,40
25/07/2018,sim,30,30
26/07/2018,sim,52,52
27/07/2018,sim,28,28
28/07/2018,sim,16,16
29/07/2018,nao,0,0
30/07/2018,nao,0,0
31/07/2018,sim,36,36
01/08/2018,sim,30,30
02/08/2018,sim,42,42
03/08/2018,sim,70,70
04/08/2018,sim,28,28
05/08/2018,nao,0,0
06/08/2018,nao,0,0
07/08/2018,sim,28,28
08/08/2018,sim,26,26
09/08/2018,sim,34,34
10/08/2018,sim,32,32
11/08/2018,sim,22,22
12/08/2018,nao,0,0
13/08/2018,nao,0,0
14/08/2018,sim,36,36
15/08/2018,sim,28,28
16/08/2018,sim,66,66
17/08/2018,sim,64,64
18/08/2018,sim,42,42
19/08/2018,nao,0,0
20/08/2018,nao,0,0
21/08/2018,sim,32,32
22/08/2018,sim,26,26
23/08/2018,sim,54,54
24/08/2018,sim,28,28
25/08/2018,sim,24,24
26/08/2018,nao,0,0
27/08/2018,nao,0,0
28/08/2018,sim,20,20
29/08/2018,sim,32,32
30/08/2018,sim,46,46
31/08/2018,sim,52,52
01/09/2018,sim,24,24
02/09/2018,nao,0,0
03/09/2018,nao,0,0
04/09/2018,sim,56,56
05/09/2018,sim,30,30
06/09/2018,sim,60,60
07/09/2018,sim,24,24
08/09/2018,nao,0,0
09/09/2018,nao,0,0
10/09/2018,nao,0,0
11/09/2018,sim,26,26
12/09/2018,sim,32,32
13/09/2018,sim,44,44
14/09/2018,sim,24,24
15/09/2018,sim,14,14
16/09/2018,nao,0,0
17/09/2018,nao,0,0
18/09/2018,sim,22,22
19/09/2018,sim,20,20
20/09/2018,sim,94,94
21/09/2018,sim,38,38
22/09/2018,sim,16,16
23/09/2018,nao,0,0
24/09/2018,nao,0,0
25/09/2018,sim,28,28
26/09/2018,sim,24,24
27/09/2018,sim,48,48
28/09/2018,sim,35,35
29/09/2018,sim,20,20
30/09/2018,nao,0,0
01/10/2018,nao,0,0
02/10/2018,sim,54,54
03/10/2018,sim,54,54
04/10/2018,sim,40,40
05/10/2018,sim,48,48
06/10/2018,sim,16,16
07/10/2018,nao,0,0
08/10/2018,nao,0,0
09/10/2018,sim,24,24
10/10/2018,sim,30,30
11/10/2018,sim,38,38
12/10/2018,sim,26,26
13/10/2018,nao,0,0
14/10/2018,nao,0,0
15/10/2018,nao,0,0
16/10/2018,sim,38,38
17/10/2018,sim,36,36
18/10/2018,sim,74,74
19/10/2018,sim,66,66
20/10/2018,sim,24,24
21/10/2018,nao,0,0
22/10/2018,nao,0,0
23/10/2018,sim,42,42
24/10/2018,sim,32,32
25/10/2018,sim,84,84
26/10/2018,sim,120,120
27/10/2018,sim,28,28
28/10/2018,nao,0,0
29/10/2018,nao,0,0
30/10/2018,sim,36,36
31/10/2018,sim,120,120
01/11/2018,sim,100,100
02/11/2018,sim,66,66
03/11/2018,nao,0,0
04/11/2018,nao,0,0
05/11/2018,nao,0,0
06/11/2018,sim,56,56
07/11/2018,sim,434,434
08/11/2018,sim,56,56
09/11/2018,sim,40,40
10/11/2018,sim,32,32
11/11/2018,nao,0,0
12/11/2018,nao,0,0
13/11/2018,sim,34,34
14/11/2018,sim,36,36
15/11/2018,sim,38,38
16/11/2018,nao,0,0
17/11/2018,nao,0,0
18/11/2018,nao,0,0
19/11/2018,nao,0,0
20/11/2018,nao,0,0
21/11/2018,nao,0,0
22/11/2018,sim,66,66
23/11/2018,sim,32,32
24/11/2018,sim,52,52
25/11/2018,nao,0,0
26/11/2018,nao,0,0
27/11/2018,sim,26,26
28/11/2018,sim,36,36
29/11/2018,sim,64,64
30/11/2018,sim,32,32
01/12/2018,sim,84,84
02/12/2018,nao,0,0
03/12/2018,nao,0,0
04/12/2018,sim,38,38
05/12/2018,sim,46,46
06/12/2018,sim,66,66
07/12/2018,sim,46,46
08/12/2018,sim,54,54
09/12/2018,nao,0,0
10/12/2018,nao,0,0
11/12/2018,sim,32,32
12/12/2018,sim,58,58
13/12/2018,sim,60,60
14/12/2018,sim,86,86
15/12/2018,sim,36,36
16/12/2018,nao,0,0
17/12/2018,nao,0,0
18/12/2018,sim,32,32
19/12/2018,sim,50,50
20/12/2018,sim,32,32
21/12/2018,sim,16,16
22/12/2018,sim,16,16
23/12/2018,nao,0,0
24/12/2018,nao,0,0
25/12/2018,nao,0,0
26/12/2018,nao,0,0
27/12/2018,nao,0,0
28/12/2018,nao,0,0
29/12/2018,nao,0,0
30/12/2018,nao,0,0
31/12/2018,nao,0,0
01/01/2019,nao,0,0
02/01/2019,nao,0,0
03/01/2019,sim,2,2
04/01/2019,sim,4,4
05/01/2019,sim,2,2
06/01/2019,nao,0,0
07/01/2019,nao,0,0
08/01/2019,sim,46,46
09/01/2019,sim,52,52
10/01/2019,sim,16,16
11/01/2019,sim,26,26
12/01/2019,sim,16,16
13/01/2019,nao,0,0
14/01/2019,nao,0,0
15/01/2019,sim,28,28
16/01/2019,sim,70,70
17/01/2019,sim,26,26
18/01/2019,sim,18,18
19/01/2019,sim,18,18
20/01/2019,nao,0,0
21/01/2019,nao,0,0
22/01/2019,sim,14,14
23/01/2019,sim,18,18
24/01/2019,sim,92,92
25/01/2019,sim,22,22
26/01/2019,nao,0,0
27/01/2019,nao,0,0
28/01/2019,nao,0,0
29/01/2019,sim,26,26
30/01/2019,sim,24,24
31/01/2019,sim,44,44
01/02/2019,sim,34,34
02/02/2019,sim,102,102
03/02/2019,nao,0,0
04/02/2019,nao,0,0
05/02/2019,sim,24,24
06/02/2019,sim,54,54
07/02/2019,sim,78,78
08/02/2019,sim,32,32
09/02/2019,sim,48,48
10/02/2019,nao,0,0
11/02/2019,nao,0,0
12/02/2019,sim,28,28
13/02/2019,sim,54,54
14/02/2019,sim,50,50
15/02/2019,sim,30,30
16/02/2019,sim,24,24
17/02/2019,nao,0,0
18/02/2019,nao,0,0
19/02/2019,sim,26,26
20/02/2019,sim,34,34
21/02/2019,sim,60,60
22/02/2019,sim,34,34
23/02/2019,sim,26,26
24/02/2019,nao,0,0
25/02/2019,nao,0,0
26/02/2019,sim,48,48
27/02/2019,sim,86,86
28/02/2019,sim,42,42
01/03/2019,sim,42,42
02/03/2019,sim,36,36
03/03/2019,nao,0,0
04/03/2019,nao,0,0
05/03/2019,nao,0,0
06/03/2019,nao,0,0
07/03/2019,sim,14,14
08/03/2019,sim,78,78
09/03/2019,sim,46,46
10/03/2019,nao,0,0
11/03/2019,nao,0,0
12/03/2019,sim,32,32
13/03/2019,sim,32,32
14/03/2019,sim,58,58
15/03/2019,sim,60,60
16/03/2019,sim,22,22
17/03/2019,nao,0,0
18/03/2019,nao,0,0
19/03/2019,sim,42,42
20/03/2019,sim,42,42
21/03/2019,sim,56,56
22/03/2019,sim,60,60
23/03/2019,sim,39,39
24/03/2019,nao,0,0
25/03/2019,nao,0,0
26/03/2019,sim,50,50
27/03/2019,sim,70,70
28/03/2019,sim,72,72
29/03/2019,sim,48,48
30/03/2019,sim,32,32
31/03/2019,nao,0,0
01/04/2019,nao,0,0
02/04/2019,sim,48,48
03/04/2019,sim,54,54
04/04/2019,sim,116,116
05/04/2019,sim,38,38
06/04/2019,sim,38,38
07/04/2019,nao,0,0
08/04/2019,nao,0,0
09/04/2019,sim,42,42
10/04/2019,sim,54,54
11/04/2019,sim,80,80
12/04/2019,sim,50,50
13/04/2019,sim,26,26
14/04/2019,nao,0,0
15/04/2019,nao,0,0
16/04/2019,sim,58,58
17/04/2019,sim,74,74
18/04/2019,sim,68,68
19/04/2019,sim,12,12
20/04/2019,nao,0,0
21/04/2019,nao,0,0
22/04/2019,nao,0,0
23/04/2019,sim,42,42
24/04/2019,sim,54,54
25/04/2019,sim,78,78
26/04/2019,sim,58,58
27/04/2019,sim,26,26
28/04/2019,nao,0,0
29/04/2019,nao,0,0
30/04/2019,sim,46,46
01/05/2019,sim,72,72
02/05/2019,nao,0,0
03/05/2019,sim,58,58
04/05/2019,sim,62,62
05/05/2019,nao,0,0
06/05/2019,nao,0,0
07/05/2019,sim,58,58
08/05/2019,sim,58,58
09/05/2019,sim,68,68
10/05/2019,sim,50,50
11/05/2019,sim,38,38
12/05/2019,nao,0,0
13/05/2019,nao,0,0
14/05/2019,sim,48,48
15/05/2019,sim,40,40
16/05/2019,sim,74,74
17/05/2019,sim,40,40
18/05/2019,sim,28,28
19/05/2019,nao,0,0
20/05/2019,nao,0,0
21/05/2019,sim,38,38
22/05/2019,sim,70,70
23/05/2019,sim,76,76
24/05/2019,sim,48,48
25/05/2019,sim,60,60
26/05/2019,nao,0,0
27/05/2019,nao,0,0
28/05/2019,sim,48,48
29/05/2019,sim,34,34
30/05/2019,sim,66,66
31/05/2019,sim,40,40
01/06/2019,sim,42,42
02/06/2019,nao,0,0
03/06/2019,nao,0,0
04/06/2019,sim,102,102
05/06/2019,sim,46,46
06/06/2019,sim,62,62
07/06/2019,sim,44,44
08/06/2019,sim,28,28
09/06/2019,nao,0,0
10/06/2019,nao,0,0
11/06/2019,sim,74,74
12/06/2019,sim,50,50
13/06/2019,sim,60,60
14/06/2019,sim,66,66
15/06/2019,sim,42,42
16/06/2019,nao,0,0
17/06/2019,nao,0,0
18/06/2019,sim,42,42
19/06/2019,sim,54,54
20/06/2019,sim,42,42
21/06/2019,nao,0,0
22/06/2019,nao,0,0
23/06/2019,nao,0,0
24/06/2019,nao,0,0
25/06/2019,sim,42,42
26/06/2019,sim,82,82
27/06/2019,sim,70,70
28/06/2019,sim,48,48
29/06/2019,sim,68,68
30/06/2019,nao,0,0
01/07/2019,nao,0,0
02/07/2019,sim,40,40
03/07/2019,sim,86,86
04/07/2019,sim,58,58
05/07/2019,sim,32,32
06/07/2019,sim,24,24
07/07/2019,nao,0,0
08/07/2019,nao,0,0
09/07/2019,nao,0,0
10/07/2019,nao,0,0
11/07/2019,sim,36,36
12/07/2019,sim,32,32
13/07/2019,sim,26,26
14/07/2019,nao,0,0
15/07/2019,nao,0,0
16/07/2019,sim,26,26
17/07/2019,sim,22,22
18/07/2019,sim,48,48
19/07/2019,sim,24,24
20/07/2019,sim,46,46
21/07/2019,nao,0,0
22/07/2019,nao,0,0
23/07/2019,sim,20,20
24/07/2019,sim,20,20
25/07/2019,sim,48,48
26/07/2019,sim,26,26
27/07/2019,sim,22,22
28/07/2019,nao,0,0
29/07/2019,nao,0,0
30/07/2019,sim,36,36
31/07/2019,sim,28,28
01/08/2019,sim,48,48
02/08/2019,sim,50,50
03/08/2019,sim,68,68
04/08/2019,nao,0,0
05/08/2019,nao,0,0
06/08/2019,sim,62,62
07/08/2019,sim,52,52
08/08/2019,sim,44,44
09/08/2019,sim,38,38
10/08/2019,sim,30,30
11/08/2019,nao,0,0
12/08/2019,nao,0,0
13/08/2019,sim,42,42
14/08/2019,sim,36,36
15/08/2019,sim,50,50
16/08/2019,sim,122,122
17/08/2019,sim,38,38
18/08/2019,nao,0,0
19/08/2019,nao,0,0
20/08/2019,sim,34,34
21/08/2019,sim,68,68
22/08/2019,sim,94,94
23/08/2019,sim,38,38
24/08/2019,sim,30,30
25/08/2019,nao,0,0
26/08/2019,nao,0,0
27/08/2019,sim,38,38
28/08/2019,sim,34,34
29/08/2019,sim,86,86
30/08/2019,sim,44,44
31/08/2019,sim,32,32
01/09/2019,nao,0,0
02/09/2019,nao,0,0
03/09/2019,sim,38,38
04/09/2019,sim,104,104
05/09/2019,sim,56,56
06/09/2019,sim,38,38
07/09/2019,sim,50,50
08/09/2019,nao,0,0
09/09/2019,nao,0,0
10/09/2019,sim,44,44
11/09/2019,sim,34,34
12/09/2019,sim,72,72
13/09/2019,sim,48,48
14/09/2019,sim,72,72
15/09/2019,nao,0,0
16/09/2019,nao,0,0
17/09/2019,sim,68,80
18/09/2019,sim,90,90
19/09/2019,sim,44,44
20/09/2019,nao,0,0
21/09/2019,sim,38,38
22/09/2019,nao,0,0
23/09/2019,nao,0,0
24/09/2019,sim,46,46
25/09/2019,sim,30,30
26/09/2019,sim,56,56
27/09/2019,sim,36,36
28/09/2019,sim,50,50
29/09/2019,nao,0,0
30/09/2019,nao,0,0
01/10/2019,sim,48,48
02/10/2019,sim,76,76
03/10/2019,sim,98,98
04/10/2019,sim,40,40
05/10/2019,sim,38,38
06/10/2019,nao,0,0
07/10/2019,nao,0,0
08/10/2019,sim,44,44
09/10/2019,sim,44,44
10/10/2019,sim,58,58
11/10/2019,sim,50,50
12/10/2019,sim,40,40
13/10/2019,nao,0,0
14/10/2019,nao,0,0
15/10/2019,sim,130,130
16/10/2019,sim,48,48
17/10/2019,sim,78,78
18/10/2019,sim,38,38
19/10/2019,sim,28,28
20/10/2019,nao,0,0
21/10/2019,nao,0,0
22/10/2019,sim,106,106
23/10/2019,sim,80,80
24/10/2019,sim,46,46
25/10/2019,sim,194,194
26/10/2019,sim,150,150
27/10/2019,nao,0,0
28/10/2019,nao,0,0
29/10/2019,nao,0,0
30/10/2019,sim,390,390
31/10/2019,sim,48,48
01/11/2019,sim,34,34
02/11/2019,sim,48,48
03/11/2019,nao,0,0
04/11/2019,nao,0,0
05/11/2019,sim,52,52
06/11/2019,sim,98,98
07/11/2019,sim,62,62
08/11/2019,sim,36,36
09/11/2019,sim,42,42
10/11/2019,nao,0,0
11/11/2019,nao,0,0
12/11/2019,sim,34,34
13/11/2019,sim,46,46
14/11/2019,sim,86,86
15/11/2019,sim,34,34
16/11/2019,nao,0,0
17/11/2019,nao,0,0
18/11/2019,nao,0,0
19/11/2019,sim,36,36
20/11/2019,sim,82,82
21/11/2019,nao,0,0
22/11/2019,sim,102,102
23/11/2019,sim,12,12
24/11/2019,nao,0,0
25/11/2019,nao,0,0
26/11/2019,sim,44,44
27/11/2019,sim,46,46
28/11/2019,sim,62,62
29/11/2019,sim,42,42
30/11/2019,sim,18,18
01/12/2019,nao,0,0
02/12/2019,nao,0,0
03/12/2019,sim,70,70
04/12/2019,sim,76,76
05/12/2019,sim,64,64
06/12/2019,sim,46,46
07/12/2019,sim,28,28
08/12/2019,nao,0,0
09/12/2019,nao,0,0
10/12/2019,sim,64,64
11/12/2019,sim,28,28
12/12/2019,sim,48,48
13/12/2019,sim,76,76
14/12/2019,sim,36,36
15/12/2019,nao,0,0
16/12/2019,nao,0,0
17/12/2019,sim,158,158
18/12/2019,sim,142,142
19/12/2019,sim,86,86
20/12/2019,sim,46,46
21/12/2019,sim,10,10
22/12/2019,nao,0,0
23/12/2019,nao,0,0
24/12/2019,nao,0,0
25/12/2019,nao,0,0
26/12/2019,nao,0,0
27/12/2019,nao,0,0
28/12/2019,sim,4,4
29/12/2019,nao,0,0
30/12/2019,nao,0,0
31/12/2019,nao,0,0
04/05/2020,nao,0,0
05/05/2020,nao,0,0
06/05/2020,sim,34,34
07/05/2020,sim,34,34
11/12/2020,sim,40,40
12/12/2020,sim,118,118
13/12/2020,nao,0,0
14/12/2020,nao,0,0
15/12/2020,sim,40,40
16/12/2020,sim,56,56
30/04/2021,sim,34,34
