date,diario_existe,paginas,documentos
10/12/2011,sim,76,76
11/12/2011,nao,0,0
12/12/2011,nao,0,0
13/12/2011,sim,64,64
14/12/2011,sim,80,80
15/12/2011,sim,100,100
16/12/2011,sim,72,72
17/12/2011,sim,36,36
18/12/2011,nao,0,0
19/12/2011,nao,0,0
20/12/2011,sim,64,64
21/12/2011,sim,36,36
22/12/2011,sim,56,56
23/12/2011,sim,20,20
24/12/2011,nao,0,0
25/12/2011,nao,0,0
26/12/2011,nao,0,0
27/12/2011,nao,0,0
28/12/2011,nao,0,0
29/12/2011,nao,0,0
30/12/2011,nao,0,0
31/12/2011,nao,0,0
01/01/2012,nao,0,0
02/01/2012,nao,0,0
03/01/2012,sim,8,8
04/01/2012,sim,8,8
05/01/2012,sim,4,4
06/01/2012,sim,8,8
07/01/2012,sim,4,4
08/01/2012,nao,0,0
09/01/2012,nao,0,0
10/01/2012,sim,56,56
11/01/2012,sim,16,16
12/01/2012,sim,16,16
13/01/2012,sim,20,20
14/01/2012,sim,16,16
15/01/2012,nao,0,0
16/01/2012,nao,0,0
17/01/2012,sim,16,16
18/01/2012,sim,16,16
19/01/2012,sim,24,24
20/01/2012,sim,16,16
21/01/2012,sim,16,16
22/01/2012,nao,0,0
23/01/2012,nao,0,0
24/01/2012,sim,20,20
25/01/2012,sim,20,20
26/01/2012,nao,0,0
27/01/2012,sim,20,20
28/01/2012,sim,48,48
29/01/2012,nao,0,0
30/01/2012,nao,0,0
31/01/2012,sim,16,16
01/02/2012,sim,16,16
02/02/2012,sim,56,56
03/02/2012,sim,40,40
04/02/2012,sim,32,32
05/02/2012,nao,0,0
06/02/2012,nao,0,0
07/02/2012,sim,36,36
08/02/2012,sim,48,48
09/02/2012,sim,52,52
10/02/2012,sim,28,28
11/02/2012,sim,32,32
12/02/2012,nao,0,0
13/02/2012,nao,0,0
14/02/2012,sim,28,28
15/02/2012,sim,52,52
16/02/2012,sim,72,72
17/02/2012,sim,32,32
18/02/2012,sim,36,36
19/02/2012,nao,0,0
20/02/2012,nao,0,0
21/02/2012,nao,0,0
22/02/2012,nao,0,0
23/02/2012,sim,16,16
24/02/2012,sim,56,56
25/02/2012,sim,28,28
26/02/2012,nao,0,0
27/02/2012,nao,0,0
28/02/2012,sim,32,32
29/02/2012,sim,56,56
01/03/2012,sim,52,52
02/03/2012,sim,76,76
03/03/2012,sim,52,52
04/03/2012,nao,0,0
05/03/2012,nao,0,0
06/03/2012,sim,56,56
07/03/2012,sim,56,56
08/03/2012,sim,60,60
09/03/2012,sim,36,36
10/03/2012,sim,32,32
11/03/2012,nao,0,0
12/03/2012,nao,0,0
13/03/2012,sim,40,40
14/03/2012,sim,48,48
15/03/2012,sim,72,72
16/03/2012,sim,40,40
17/03/2012,sim,28,28
18/03/2012,nao,0,0
19/03/2012,nao,0,0
20/03/2012,sim,44,44
21/03/2012,sim,56,56
22/03/2012,sim,64,64
23/03/2012,sim,56,56
24/03/2012,sim,24,24
25/03/2012,nao,0,0
26/03/2012,nao,0,0
27/03/2012,sim,32,32
28/03/2012,sim,72,72
29/03/2012,sim,44,44
30/03/2012,sim,44,44
31/03/2012,sim,28,28
01/04/2012,nao,0,0
02/04/2012,nao,0,0
03/04/2012,sim,72,72
04/04/2012,sim,44,44
05/04/2012,sim,16,16
06/04/2012,sim,8,8
07/04/2012,nao,0,0
08/04/2012,nao,0,0
09/04/2012,nao,0,0
10/04/2012,sim,36,36
11/04/2012,sim,56,56
12/04/2012,sim,52,52
13/04/2012,sim,60,60
14/04/2012,sim,36,36
15/04/2012,nao,0,0
16/04/2012,nao,0,0
17/04/2012,sim,40,40
18/04/2012,sim,44,44
19/04/2012,sim,60,60
20/04/2012,sim,28,28
21/04/2012,sim,44,44
22/04/2012,nao,0,0
23/04/2012,nao,0,0
24/04/2012,sim,36,36
25/04/2012,sim,56,56
26/04/2012,sim,52,52
27/04/2012,sim,32,32
28/04/2012,sim,60,60
29/04/2012,nao,0,0
30/04/2012,nao,0,0
01/05/2012,nao,0,0
02/05/2012,nao,0,0
03/05/2012,sim,56,56
04/05/2012,sim,32,32
05/05/2012,sim,32,32
06/05/2012,nao,0,0
07/05/2012,nao,0,0
08/05/2012,sim,40,40
09/05/2012,sim,44,44
10/05/2012,sim,40,40
11/05/2012,sim,48,48
12/05/2012,sim,32,32
13/05/2012,nao,0,0
14/05/2012,nao,0,0
15/05/2012,sim,64,64
16/05/2012,sim,48,48
17/05/2012,sim,48,48
18/05/2012,sim,40,40
19/05/2012,sim,32,32
20/05/2012,nao,0,0
21/05/2012,nao,0,0
22/05/2012,sim,44,44
23/05/2012,sim,48,48
24/05/2012,sim,68,68
25/05/2012,sim,44,44
26/05/2012,sim,52,52
27/05/2012,nao,0,0
28/05/2012,nao,0,0
29/05/2012,sim,68,68
30/05/2012,sim,44,44
31/05/2012,sim,76,76
01/06/2012,sim,36,36
02/06/2012,sim,52,52
03/06/2012,nao,0,0
04/06/2012,nao,0,0
05/06/2012,sim,60,60
06/06/2012,sim,56,56
07/06/2012,sim,40,40
08/06/2012,nao,0,0
09/06/2012,nao,0,0
10/06/2012,nao,0,0
11/06/2012,nao,0,0
12/06/2012,sim,44,44
13/06/2012,sim,52,52
14/06/2012,sim,52,52
15/06/2012,sim,32,32
16/06/2012,sim,40,40
17/06/2012,nao,0,0
18/06/2012,nao,0,0
19/06/2012,sim,44,44
20/06/2012,sim,60,60
21/06/2012,sim,56,56
22/06/2012,sim,40,40
23/06/2012,sim,24,24
24/06/2012,nao,0,0
25/06/2012,nao,0,0
26/06/2012,sim,32,32
27/06/2012,sim,52,52
28/06/2012,sim,56,56
29/06/2012,sim,68,68
30/06/2012,sim,56,56
01/07/2012,nao,0,0
02/07/2012,nao,0,0
03/07/2012,sim,48,48
04/07/2012,sim,40,40
05/07/2012,sim,24,24
06/07/2012,sim,32,32
07/07/2012,sim,16,16
08/07/2012,nao,0,0
09/07/2012,nao,0,0
10/07/2012,nao,0,0
11/07/2012,sim,24,24
12/07/2012,sim,24,24
13/07/2012,sim,20,20
14/07/2012,sim,24,24
15/07/2012,nao,0,0
16/07/2012,nao,0,0
17/07/2012,sim,16,16
18/07/2012,sim,20,20
19/07/2012,sim,36,36
20/07/2012,sim,16,16
21/07/2012,sim,16,16
22/07/2012,nao,0,0
23/07/2012,nao,0,0
24/07/2012,sim,32,32
25/07/2012,sim,20,20
26/07/2012,sim,40,40
27/07/2012,sim,16,16
28/07/2012,sim,16,16
29/07/2012,nao,0,0
30/07/2012,nao,0,0
31/07/2012,sim,28,28
01/08/2012,sim,40,40
02/08/2012,sim,52,52
03/08/2012,sim,32,32
04/08/2012,sim,28,28
05/08/2012,nao,0,0
06/08/2012,nao,0,0
07/08/2012,sim,32,32
08/08/2012,sim,40,40
09/08/2012,sim,36,36
10/08/2012,sim,24,24
11/08/2012,sim,24,24
12/08/2012,nao,0,0
13/08/2012,nao,0,0
14/08/2012,sim,48,48
15/08/2012,sim,52,52
16/08/2012,sim,40,40
17/08/2012,sim,28,28
18/08/2012,sim,24,24
19/08/2012,nao,0,0
20/08/2012,nao,0,0
21/08/2012,sim,40,40
22/08/2012,sim,64,64
23/08/2012,sim,40,40
24/08/2012,sim,32,32
25/08/2012,sim,20,20
26/08/2012,nao,0,0
27/08/2012,nao,0,0
28/08/2012,sim,36,36
29/08/2012,sim,40,40
30/08/2012,sim,40,40
31/08/2012,sim,28,28
01/09/2012,sim,40,40
02/09/2012,nao,0,0
03/09/2012,nao,0,0
04/09/2012,sim,48,48
05/09/2012,sim,48,48
06/09/2012,sim,36,36
07/09/2012,sim,28,28
08/09/2012,nao,0,0
09/09/2012,nao,0,0
10/09/2012,nao,0,0
11/09/2012,sim,36,36
12/09/2012,sim,48,48
13/09/2012,sim,60,60
14/09/2012,sim,24,24
15/09/2012,sim,29,29
16/09/2012,nao,0,0
17/09/2012,nao,0,0
18/09/2012,sim,36,36
19/09/2012,sim,44,44
20/09/2012,sim,32,32
21/09/2012,sim,24,24
22/09/2012,sim,20,20
23/09/2012,nao,0,0
24/09/2012,nao,0,0
25/09/2012,sim,32,32
26/09/2012,sim,44,44
27/09/2012,sim,36,36
28/09/2012,sim,24,24
29/09/2012,sim,32,32
30/09/2012,nao,0,0
01/10/2012,nao,0,0
02/10/2012,sim,52,52
03/10/2012,sim,44,44
04/10/2012,sim,40,40
05/10/2012,sim,16,16
06/10/2012,sim,24,24
07/10/2012,nao,0,0
08/10/2012,nao,0,0
09/10/2012,sim,32,32
10/10/2012,sim,60,60
11/10/2012,sim,40,40
12/10/2012,sim,20,20
13/10/2012,nao,0,0
14/10/2012,nao,0,0
15/10/2012,nao,0,0
16/10/2012,sim,40,40
17/10/2012,sim,40,40
18/10/2012,sim,52,52
19/10/2012,sim,24,24
20/10/2012,sim,28,28
21/10/2012,nao,0,0
22/10/2012,nao,0,0
23/10/2012,sim,28,28
24/10/2012,sim,40,40
25/10/2012,sim,44,44
26/10/2012,sim,45,40
27/10/2012,sim,32,32
28/10/2012,nao,0,0
29/10/2012,nao,0,0
30/10/2012,sim,56,56
31/10/2012,sim,44,44
01/11/2012,sim,68,68
02/11/2012,sim,48,48
03/11/2012,nao,0,0
04/11/2012,nao,0,0
05/11/2012,nao,0,0
06/11/2012,sim,80,80
07/11/2012,sim,196,196
08/11/2012,sim,180,180
09/11/2012,sim,92,92
10/11/2012,sim,56,56
11/11/2012,nao,0,0
12/11/2012,nao,0,0
13/11/2012,sim,48,48
14/11/2012,sim,48,48
15/11/2012,sim,56,56
16/11/2012,nao,0,0
17/11/2012,nao,0,0
18/11/2012,nao,0,0
19/11/2012,nao,0,0
20/11/2012,sim,16,16
21/11/2012,nao,0,0
22/11/2012,sim,48,48
23/11/2012,sim,36,36
24/11/2012,sim,32,32
25/11/2012,nao,0,0
26/11/2012,nao,0,0
27/11/2012,sim,44,44
28/11/2012,sim,64,64
29/11/2012,sim,44,44
30/11/2012,sim,24,24
01/12/2012,sim,32,32
02/12/2012,nao,0,0
03/12/2012,nao,0,0
04/12/2012,sim,64,64
05/12/2012,sim,56,56
06/12/2012,sim,48,48
07/12/2012,sim,40,40
08/12/2012,sim,24,24
09/12/2012,nao,0,0
10/12/2012,nao,0,0
11/12/2012,sim,52,52
12/12/2012,sim,72,72
13/12/2012,sim,60,60
14/12/2012,sim,32,32
15/12/2012,sim,40,40
16/12/2012,nao,0,0
17/12/2012,nao,0,0
18/12/2012,sim,52,52
19/12/2012,sim,104,104
20/12/2012,sim,72,72
21/12/2012,sim,96,96
22/12/2012,sim,36,36
23/12/2012,nao,0,0
24/12/2012,nao,0,0
25/12/2012,nao,0,0
26/12/2012,nao,0,0
27/12/2012,nao,0,0
28/12/2012,nao,0,0
29/12/2012,sim,4,4
30/12/2012,nao,0,0
31/12/2012,nao,0,0
01/01/2013,nao,0,0
02/01/2013,nao,0,0
03/01/2013,sim,16,16
04/01/2013,sim,8,8
05/01/2013,sim,16,16
06/01/2013,nao,0,0
07/01/2013,nao,0,0
08/01/2013,sim,52,52
09/01/2013,sim,20,20
10/01/2013,sim,12,12
11/01/2013,sim,12,12
12/01/2013,sim,16,16
13/01/2013,nao,0,0
14/01/2013,nao,0,0
15/01/2013,sim,24,24
16/01/2013,sim,16,16
17/01/2013,sim,28,28
18/01/2013,sim,20,20
19/01/2013,sim,12,12
20/01/2013,nao,0,0
21/01/2013,nao,0,0
22/01/2013,sim,20,20
23/01/2013,nao,0,0
24/01/2013,sim,16,16
25/01/2013,sim,20,20
26/01/2013,nao,0,0
27/01/2013,nao,0,0
28/01/2013,nao,0,0
29/01/2013,sim,20,20
30/01/2013,sim,24,24
31/01/2013,sim,24,24
01/02/2013,sim,28,28
02/02/2013,sim,44,44
03/02/2013,nao,0,0
04/02/2013,nao,0,0
05/02/2013,sim,32,32
06/02/2013,sim,64,64
07/02/2013,sim,44,44
08/02/2013,sim,28,28
09/02/2013,sim,32,32
10/02/2013,nao,0,0
11/02/2013,nao,0,0
12/02/2013,nao,0,0
13/02/2013,nao,0,0
14/02/2013,sim,12,12
15/02/2013,sim,32,32
16/02/2013,sim,36,36
17/02/2013,nao,0,0
18/02/2013,nao,0,0
19/02/2013,sim,44,44
20/02/2013,sim,40,40
21/02/2013,sim,64,64
22/02/2013,sim,36,36
23/02/2013,sim,56,56
24/02/2013,nao,0,0
25/02/2013,nao,0,0
26/02/2013,sim,56,56
27/02/2013,sim,64,64
28/02/2013,sim,48,48
01/03/2013,sim,36,36
02/03/2013,sim,84,84
03/03/2013,nao,0,0
04/03/2013,nao,0,0
05/03/2013,sim,52,52
06/03/2013,sim,80,80
07/03/2013,sim,60,60
08/03/2013,sim,40,40
09/03/2013,sim,28,28
10/03/2013,nao,0,0
11/03/2013,nao,0,0
12/03/2013,sim,52,52
13/03/2013,sim,48,48
14/03/2013,sim,72,72
15/03/2013,sim,36,36
16/03/2013,sim,44,44
17/03/2013,nao,0,0
18/03/2013,nao,0,0
19/03/2013,sim,48,48
20/03/2013,sim,60,60
21/03/2013,sim,56,56
22/03/2013,sim,48,48
23/03/2013,sim,36,36
24/03/2013,nao,0,0
25/03/2013,nao,0,0
26/03/2013,sim,40,40
27/03/2013,sim,48,48
28/03/2013,sim,32,32
29/03/2013,nao,0,0
30/03/2013,nao,0,0
31/03/2013,nao,0,0
01/04/2013,nao,0,0
02/04/2013,sim,68,68
03/04/2013,sim,64,64
04/04/2013,sim,68,68
05/04/2013,sim,28,28
06/04/2013,sim,60,60
07/04/2013,nao,0,0
08/04/2013,nao,0,0
09/04/2013,sim,40,40
10/04/2013,sim,48,48
11/04/2013,sim,44,44
12/04/2013,sim,80,80
13/04/2013,sim,28,28
14/04/2013,nao,0,0
15/04/2013,nao,0,0
16/04/2013,sim,56,56
17/04/2013,sim,44,44
18/04/2013,sim,40,40
19/04/2013,sim,52,52
20/04/2013,sim,32,32
21/04/2013,nao,0,0
22/04/2013,nao,0,0
23/04/2013,sim,52,52
24/04/2013,sim,48,48
25/04/2013,sim,52,52
26/04/2013,sim,32,32
27/04/2013,sim,52,52
28/04/2013,nao,0,0
29/04/2013,nao,0,0
30/04/2013,sim,48,48
01/05/2013,sim,72,72
02/05/2013,nao,0,0
03/05/2013,sim,68,68
04/05/2013,sim,32,32
05/05/2013,nao,0,0
06/05/2013,nao,0,0
07/05/2013,sim,68,68
08/05/2013,sim,56,56
09/05/2013,sim,44,44
10/05/2013,sim,40,40
11/05/2013,sim,64,64
12/05/2013,nao,0,0
13/05/2013,nao,0,0
14/05/2013,sim,44,44
15/05/2013,sim,52,52
16/05/2013,sim,52,52
17/05/2013,sim,44,44
18/05/2013,sim,44,44
19/05/2013,nao,0,0
20/05/2013,nao,0,0
21/05/2013,sim,48,48
22/05/2013,sim,52,52
23/05/2013,sim,60,60
24/05/2013,sim,76,76
25/05/2013,sim,80,80
26/05/2013,nao,0,0
27/05/2013,nao,0,0
28/05/2013,sim,64,64
29/05/2013,sim,60,60
30/05/2013,sim,44,44
31/05/2013,nao,0,0
01/06/2013,nao,0,0
02/06/2013,nao,0,0
03/06/2013,nao,0,0
04/06/2013,sim,64,64
05/06/2013,sim,68,68
06/06/2013,sim,64,64
07/06/2013,sim,32,32
08/06/2013,sim,36,36
09/06/2013,nao,0,0
10/06/2013,nao,0,0
11/06/2013,sim,44,44
12/06/2013,sim,68,68
13/06/2013,sim,52,52
14/06/2013,sim,36,36
15/06/2013,sim,40,40
16/06/2013,nao,0,0
17/06/2013,nao,0,0
18/06/2013,sim,52,52
19/06/2013,sim,48,48
20/06/2013,sim,52,52
21/06/2013,sim,32,32
22/06/2013,sim,64,64
23/06/2013,nao,0,0
24/06/2013,nao,0,0
25/06/2013,sim,36,36
26/06/2013,sim,84,84
27/06/2013,sim,76,76
28/06/2013,sim,44,44
29/06/2013,sim,44,44
30/06/2013,nao,0,0
01/07/2013,nao,0,0
02/07/2013,sim,56,56
03/07/2013,sim,80,80
04/07/2013,sim,44,44
05/07/2013,sim,56,56
06/07/2013,sim,44,44
07/07/2013,nao,0,0
08/07/2013,nao,0,0
09/07/2013,nao,0,0
10/07/2013,nao,0,0
11/07/2013,sim,24,24
12/07/2013,sim,44,44
13/07/2013,sim,16,16
14/07/2013,nao,0,0
15/07/2013,nao,0,0
16/07/2013,sim,24,24
17/07/2013,sim,32,32
18/07/2013,sim,40,40
19/07/2013,sim,24,24
20/07/2013,sim,28,28
21/07/2013,nao,0,0
22/07/2013,nao,0,0
23/07/2013,sim,20,20
24/07/2013,sim,24,24
25/07/2013,sim,28,28
26/07/2013,sim,20,20
27/07/2013,sim,20,20
28/07/2013,nao,0,0
29/07/2013,nao,0,0
30/07/2013,sim,20,20
31/07/2013,sim,40,40
01/08/2013,sim,40,40
02/08/2013,sim,60,60
03/08/2013,sim,28,28
04/08/2013,nao,0,0
05/08/2013,nao,0,0
06/08/2013,sim,36,36
07/08/2013,sim,40,40
08/08/2013,sim,48,48
09/08/2013,sim,32,32
10/08/2013,sim,44,44
11/08/2013,nao,0,0
12/08/2013,nao,0,0
13/08/2013,sim,56,56
14/08/2013,sim,56,56
15/08/2013,sim,44,44
16/08/2013,sim,60,60
17/08/2013,sim,32,32
18/08/2013,nao,0,0
19/08/2013,nao,0,0
20/08/2013,sim,40,40
21/08/2013,sim,60,60
22/08/2013,sim,52,52
23/08/2013,sim,56,56
24/08/2013,sim,28,28
25/08/2013,nao,0,0
26/08/2013,nao,0,0
27/08/2013,sim,44,44
28/08/2013,sim,48,48
29/08/2013,sim,72,72
30/08/2013,sim,32,32
31/08/2013,sim,36,36
01/09/2013,nao,0,0
02/09/2013,nao,0,0
03/09/2013,sim,72,72
04/09/2013,sim,56,56
05/09/2013,sim,48,647
06/09/2013,sim,52,52
07/09/2013,sim,56,56
08/09/2013,nao,0,0
09/09/2013,nao,0,0
10/09/2013,sim,44,44
11/09/2013,sim,64,64
12/09/2013,sim,60,60
13/09/2013,sim,40,40
14/09/2013,sim,36,36
15/09/2013,nao,0,0
16/09/2013,nao,0,0
17/09/2013,sim,52,52
18/09/2013,sim,52,52
19/09/2013,sim,52,52
20/09/2013,sim,32,32
21/09/2013,sim,36,36
22/09/2013,nao,0,0
23/09/2013,nao,0,0
24/09/2013,sim,68,68
25/09/2013,sim,56,56
26/09/2013,sim,56,56
27/09/2013,sim,28,28
28/09/2013,sim,40,40
29/09/2013,nao,0,0
30/09/2013,nao,0,0
01/10/2013,sim,52,52
02/10/2013,sim,92,92
03/10/2013,sim,64,64
04/10/2013,sim,40,40
05/10/2013,sim,52,52
06/10/2013,nao,0,0
07/10/2013,nao,0,0
08/10/2013,sim,44,44
09/10/2013,sim,56,56
10/10/2013,sim,52,52
11/10/2013,sim,40,40
12/10/2013,sim,32,32
13/10/2013,nao,0,0
14/10/2013,nao,0,0
15/10/2013,sim,48,48
16/10/2013,sim,52,52
17/10/2013,sim,60,60
18/10/2013,sim,40,40
19/10/2013,sim,76,76
20/10/2013,nao,0,0
21/10/2013,nao,0,0
22/10/2013,sim,76,76
23/10/2013,sim,76,76
24/10/2013,sim,56,56
25/10/2013,sim,48,48
26/10/2013,sim,48,48
27/10/2013,nao,0,0
28/10/2013,nao,0,0
29/10/2013,nao,0,0
30/10/2013,sim,72,72
31/10/2013,sim,164,164
01/11/2013,sim,164,164
02/11/2013,sim,84,84
03/11/2013,nao,0,0
04/11/2013,nao,0,0
05/11/2013,sim,160,160
06/11/2013,sim,216,216
07/11/2013,sim,80,80
08/11/2013,sim,40,40
09/11/2013,sim,56,56
10/11/2013,nao,0,0
11/11/2013,nao,0,0
12/11/2013,sim,48,48
13/11/2013,sim,80,80
14/11/2013,sim,48,48
15/11/2013,sim,36,36
16/11/2013,nao,0,0
17/11/2013,nao,0,0
18/11/2013,nao,0,0
19/11/2013,sim,116,116
20/11/2013,sim,72,72
21/11/2013,nao,0,0
22/11/2013,sim,56,56
23/11/2013,sim,48,48
24/11/2013,nao,0,0
25/11/2013,nao,0,0
26/11/2013,sim,40,40
27/11/2013,sim,52,52
28/11/2013,sim,72,72
29/11/2013,sim,44,44
30/11/2013,sim,36,36
01/12/2013,nao,0,0
02/12/2013,nao,0,0
03/12/2013,sim,76,76
04/12/2013,sim,60,60
05/12/2013,sim,64,64
06/12/2013,sim,28,28
07/12/2013,sim,36,36
08/12/2013,nao,0,0
09/12/2013,nao,0,0
10/12/2013,sim,40,40
11/12/2013,sim,84,84
12/12/2013,sim,52,52
13/12/2013,sim,44,44
14/12/2013,sim,60,60
15/12/2013,nao,0,0
16/12/2013,nao,0,0
17/12/2013,sim,104,104
18/12/2013,sim,64,64
19/12/2013,sim,132,132
20/12/2013,sim,52,52
21/12/2013,sim,28,28
22/12/2013,nao,0,0
23/12/2013,nao,0,0
24/12/2013,nao,0,0
25/12/2013,nao,0,0
26/12/2013,nao,0,0
27/12/2013,sim,4,4
28/12/2013,nao,0,0
29/12/2013,nao,0,0
30/12/2013,nao,0,0
31/12/2013,nao,0,0
01/01/2014,nao,0,0
02/01/2014,nao,0,0
03/01/2014,sim,8,8
04/01/2014,sim,12,12
05/01/2014,nao,0,0
06/01/2014,nao,0,0
07/01/2014,sim,48,48
08/01/2014,sim,16,16
09/01/2014,sim,20,20
10/01/2014,sim,16,16
11/01/2014,sim,16,16
12/01/2014,nao,0,0
13/01/2014,nao,0,0
14/01/2014,sim,16,16
15/01/2014,sim,36,36
16/01/2014,sim,32,32
17/01/2014,sim,20,20
18/01/2014,sim,20,20
19/01/2014,nao,0,0
20/01/2014,nao,0,0
21/01/2014,sim,52,52
22/01/2014,sim,28,28
23/01/2014,sim,24,24
24/01/2014,sim,24,24
25/01/2014,sim,16,16
26/01/2014,nao,0,0
27/01/2014,nao,0,0
28/01/2014,sim,32,32
29/01/2014,sim,20,20
30/01/2014,sim,36,36
31/01/2014,sim,24,24
01/02/2014,sim,16,16
02/02/2014,nao,0,0
03/02/2014,nao,0,0
04/02/2014,sim,60,60
05/02/2014,sim,52,52
06/02/2014,sim,48,48
07/02/2014,sim,32,32
08/02/2014,sim,24,24
09/02/2014,nao,0,0
10/02/2014,nao,0,0
11/02/2014,sim,40,40
12/02/2014,sim,40,40
13/02/2014,sim,44,44
14/02/2014,sim,44,44
15/02/2014,sim,36,36
16/02/2014,nao,0,0
17/02/2014,nao,0,0
18/02/2014,sim,40,40
19/02/2014,sim,40,40
20/02/2014,sim,44,44
21/02/2014,sim,40,40
22/02/2014,sim,32,32
23/02/2014,nao,0,0
24/02/2014,nao,0,0
25/02/2014,sim,52,52
26/02/2014,sim,56,56
27/02/2014,sim,36,36
28/02/2014,sim,40,40
01/03/2014,sim,48,48
02/03/2014,nao,0,0
03/03/2014,nao,0,0
04/03/2014,nao,0,0
05/03/2014,nao,0,0
06/03/2014,sim,60,60
07/03/2014,sim,36,36
08/03/2014,sim,72,72
09/03/2014,nao,0,0
10/03/2014,nao,0,0
11/03/2014,sim,84,84
12/03/2014,sim,56,56
13/03/2014,sim,52,52
14/03/2014,sim,24,24
15/03/2014,sim,36,36
16/03/2014,nao,0,0
17/03/2014,nao,0,0
18/03/2014,sim,56,56
19/03/2014,sim,44,44
20/03/2014,sim,88,88
21/03/2014,sim,40,40
22/03/2014,sim,28,28
23/03/2014,nao,0,0
24/03/2014,nao,0,0
25/03/2014,sim,56,56
26/03/2014,sim,56,56
27/03/2014,sim,68,68
28/03/2014,sim,44,44
29/03/2014,sim,40,40
30/03/2014,nao,0,0
31/03/2014,nao,0,0
01/04/2014,sim,48,48
02/04/2014,sim,64,64
03/04/2014,sim,84,84
04/04/2014,sim,60,60
05/04/2014,sim,56,56
06/04/2014,nao,0,0
07/04/2014,nao,0,0
08/04/2014,sim,56,56
09/04/2014,sim,80,80
10/04/2014,sim,84,84
11/04/2014,sim,40,40
12/04/2014,sim,36,36
13/04/2014,nao,0,0
14/04/2014,nao,0,0
15/04/2014,sim,36,36
16/04/2014,sim,64,64
17/04/2014,sim,72,72
18/04/2014,nao,0,0
19/04/2014,nao,0,0
20/04/2014,nao,0,0
21/04/2014,nao,0,0
22/04/2014,nao,0,0
23/04/2014,sim,40,40
24/04/2014,sim,56,56
25/04/2014,sim,48,48
26/04/2014,sim,36,36
27/04/2014,nao,0,0
28/04/2014,nao,0,0
29/04/2014,sim,36,36
30/04/2014,sim,60,60
01/05/2014,sim,100,100
02/05/2014,nao,0,0
03/05/2014,nao,0,0
04/05/2014,nao,0,0
05/05/2014,nao,0,0
06/05/2014,sim,76,76
07/05/2014,sim,72,72
08/05/2014,sim,60,60
09/05/2014,sim,36,36
10/05/2014,sim,32,32
11/05/2014,nao,0,0
12/05/2014,nao,0,0
13/05/2014,sim,84,84
14/05/2014,sim,64,64
15/05/2014,sim,52,52
16/05/2014,sim,32,32
17/05/2014,sim,32,32
18/05/2014,nao,0,0
19/05/2014,nao,0,0
20/05/2014,sim,40,40
21/05/2014,sim,112,112
22/05/2014,sim,72,72
23/05/2014,sim,40,40
24/05/2014,sim,76,76
25/05/2014,nao,0,0
26/05/2014,nao,0,0
27/05/2014,sim,64,64
28/05/2014,sim,92,92
29/05/2014,sim,96,96
30/05/2014,sim,36,36
31/05/2014,sim,64,64
01/06/2014,nao,0,0
02/06/2014,nao,0,0
03/06/2014,sim,160,160
04/06/2014,sim,56,56
05/06/2014,sim,116,116
06/06/2014,sim,32,32
07/06/2014,sim,36,36
08/06/2014,nao,0,0
09/06/2014,nao,0,0
10/06/2014,sim,36,36
11/06/2014,sim,60,60
12/06/2014,sim,56,56
13/06/2014,nao,0,0
14/06/2014,sim,40,40
15/06/2014,nao,0,0
16/06/2014,nao,0,0
17/06/2014,sim,52,52
18/06/2014,sim,24,24
19/06/2014,sim,36,36
20/06/2014,nao,0,0
21/06/2014,nao,0,0
22/06/2014,nao,0,0
23/06/2014,nao,0,0
24/06/2014,sim,16,16
25/06/2014,sim,64,64
26/06/2014,sim,56,56
27/06/2014,sim,32,32
28/06/2014,sim,36,36
29/06/2014,nao,0,0
30/06/2014,nao,0,0
01/07/2014,sim,56,56
02/07/2014,sim,104,104
03/07/2014,sim,48,48
04/07/2014,sim,112,112
05/07/2014,sim,24,24
06/07/2014,nao,0,0
07/07/2014,nao,0,0
08/07/2014,sim,40,40
09/07/2014,sim,16,16
10/07/2014,nao,0,0
11/07/2014,sim,48,48
12/07/2014,sim,24,24
13/07/2014,nao,0,0
14/07/2014,nao,0,0
15/07/2014,sim,48,48
16/07/2014,sim,28,28
17/07/2014,sim,52,52
18/07/2014,sim,24,24
19/07/2014,sim,20,20
20/07/2014,nao,0,0
21/07/2014,nao,0,0
22/07/2014,sim,16,16
23/07/2014,sim,24,24
24/07/2014,sim,40,40
25/07/2014,sim,16,16
26/07/2014,sim,16,16
27/07/2014,nao,0,0
28/07/2014,nao,0,0
29/07/2014,sim,16,16
30/07/2014,sim,16,16
31/07/2014,sim,24,24
01/08/2014,sim,32,32
02/08/2014,sim,48,48
03/08/2014,nao,0,0
04/08/2014,nao,0,0
05/08/2014,sim,36,36
06/08/2014,sim,84,84
07/08/2014,sim,44,44
08/08/2014,sim,28,28
09/08/2014,sim,24,24
10/08/2014,nao,0,0
11/08/2014,nao,0,0
12/08/2014,sim,40,40
13/08/2014,sim,40,40
14/08/2014,sim,64,64
15/08/2014,sim,24,24
16/08/2014,sim,40,40
17/08/2014,nao,0,0
18/08/2014,nao,0,0
19/08/2014,sim,36,36
20/08/2014,sim,44,44
21/08/2014,sim,40,40
22/08/2014,sim,28,28
23/08/2014,sim,32,32
24/08/2014,nao,0,0
25/08/2014,nao,0,0
26/08/2014,sim,36,36
27/08/2014,sim,44,44
28/08/2014,sim,60,60
29/08/2014,sim,32,32
30/08/2014,sim,36,36
31/08/2014,nao,0,0
01/09/2014,nao,0,0
02/09/2014,sim,52,52
